trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1243,False,"{'a': 0.45, 'e': 0.3219574751142698}",25,3,-110.992099404165,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 2}",1
1244,False,"{'a': 0.45, 'e': 0.32101056016252166}",30,0,34.797330408690584,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1245,False,"{'a': 0.45, 'e': 0.32006332420023986}",30,0,0.4603335516864959,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
1246,False,"{'a': 0.45, 'e': 0.3191157681746608}",25,0,-30.065159844982308,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
1247,False,"{'a': 0.45, 'e': 0.31816789303333987}",20,13,2.116974361205857,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.45, 'e': 0.3172196997241527}",25,0,-18.575440656055655,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1249,False,"{'a': 0.45, 'e': 0.316271189195292}",30,16,28.890008249418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.45, 'e': 0.3153223623952687}",20,12,-28.005777380231514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1251,False,"{'a': 0.45, 'e': 0.31437322027290904}",20,14,12.376811226298717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.45, 'e': 0.3134237637773555}",30,17,-69.38104943622098,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
1253,False,"{'a': 0.45, 'e': 0.3124739938580641}",25,7,-13.462455221702092,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1254,False,"{'a': 0.45, 'e': 0.3115239114648051}",25,2,0.48730068602807863,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1255,False,"{'a': 0.45, 'e': 0.3105735175476604}",30,0,-17.954847627479104,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
1256,False,"{'a': 0.45, 'e': 0.3096228130570242}",20,3,-47.06870813035964,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1257,False,"{'a': 0.45, 'e': 0.3086717989436006}",25,16,19.882990300050956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.45, 'e': 0.3077204761584039}",20,13,15.342041208294878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.45, 'e': 0.3067688456527566}",30,13,-14.23930769451114,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.45, 'e': 0.30581690837828934}",30,0,-26.197711573133784,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1261,False,"{'a': 0.45, 'e': 0.30486466528693895}",20,10,19.544996208673673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.45, 'e': 0.3039121173309489}",30,0,-44.83004656791626,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
1263,False,"{'a': 0.45, 'e': 0.3029592654628667}",25,15,5.341385453393675,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.45, 'e': 0.30200611063554444}",20,0,-49.87695345876008,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1265,False,"{'a': 0.45, 'e': 0.3010526538021365}",20,6,1.5812515558488005,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1266,False,"{'a': 0.45, 'e': 0.3000988959161001}",20,7,-2.1284493600260275,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1267,False,"{'a': 0.45, 'e': 0.29914483793119256}",20,0,-5.098448766631517,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1268,False,"{'a': 0.45, 'e': 0.2981904808014722}",20,0,1.1262494219294648,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1269,False,"{'a': 0.45, 'e': 0.29723582548129573}",30,5,-6.116070527024464,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.45, 'e': 0.29628087292531874}",20,3,-14.15599034190058,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1271,False,"{'a': 0.45, 'e': 0.2953256240884933}",20,11,4.130536830727983,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.45, 'e': 0.29437007992606856}",20,10,14.417660798400057,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.45, 'e': 0.29341424139358824}",20,0,32.40418861443609,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1274,False,"{'a': 0.45, 'e': 0.29245810944689116}",25,2,-17.87087119340604,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1275,False,"{'a': 0.45, 'e': 0.2915016850421088}",20,0,11.33129645986607,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.45, 'e': 0.29054496913566596}",20,0,27.345315222722554,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.45, 'e': 0.28958796268427794}",30,7,13.482573052735113,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1278,False,"{'a': 0.45, 'e': 0.2886306666449516}",20,7,20.73637921177391,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.45, 'e': 0.2876730819749824}",30,23,1.091379474483497,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.45, 'e': 0.2867152096319555}",20,8,9.384500218870453,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.45, 'e': 0.2857570505737428}",35,13,-16.85134726395179,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1282,False,"{'a': 0.45, 'e': 0.28479860575850313}",30,12,-29.198232013209125,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
1283,False,"{'a': 0.45, 'e': 0.28383987614468165}",25,11,-6.306771398804383,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1284,False,"{'a': 0.45, 'e': 0.2828808626910075}",30,14,-16.619302894665086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1285,False,"{'a': 0.45, 'e': 0.2819215663564944}",20,9,5.285663800696216,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'a': 0.45, 'e': 0.28096198810043826}",30,3,36.11274155597382,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.45, 'e': 0.2800021288824176}",25,0,28.751507534672367,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1288,False,"{'a': 0.45, 'e': 0.2790419896622912}",20,15,2.0229855674416757,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.45, 'e': 0.2780815714001986}",20,8,-48.54451951024945,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
1290,False,"{'a': 0.45, 'e': 0.2771208750565576}",25,5,-19.604856745957164,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1291,False,"{'a': 0.45, 'e': 0.2761599015920648}",20,0,-44.29144985398443,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1292,False,"{'a': 0.45, 'e': 0.2751986519676933}",20,0,17.802140001982124,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1293,False,"{'a': 0.45, 'e': 0.27423712714469284}",25,0,-34.23542417959302,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1294,False,"{'a': 0.45, 'e': 0.273275328084588}",25,15,4.092126703557274,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'a': 0.45, 'e': 0.272313255749178}",20,12,18.985485972315544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.45, 'e': 0.2713509111005347}",20,13,-9.92594795241276,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1297,False,"{'a': 0.45, 'e': 0.27038829510100315}",25,7,-12.066159817913498,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1298,False,"{'a': 0.45, 'e': 0.26942540871319887}",20,2,-24.553403603626965,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1299,False,"{'a': 0.45, 'e': 0.26846225290000847}",30,9,1.5009134092560839,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1300,False,"{'a': 0.45, 'e': 0.26749882862458735}",25,11,-26.74219133605496,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1301,False,"{'a': 0.45, 'e': 0.2665351368503601}",25,9,-21.93875545417029,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1302,False,"{'a': 0.45, 'e': 0.265571178541018}",30,7,-15.473212725914504,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
1303,False,"{'a': 0.45, 'e': 0.26460695466051976}",20,4,13.924732302106158,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1304,False,"{'a': 0.45, 'e': 0.2636424661730887}",20,13,12.866106197431689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.45, 'e': 0.26267771404321355}",30,12,5.6224431269310475,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1306,False,"{'a': 0.45, 'e': 0.2617126992356461}",25,15,-10.496012266854517,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1307,False,"{'a': 0.45, 'e': 0.26074742271540147}",25,19,11.1882319504545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.45, 'e': 0.25978188544775555}",25,15,-7.442635027337692,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1309,False,"{'a': 0.45, 'e': 0.2588160883982461}",20,11,-6.355183472627935,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1310,False,"{'a': 0.45, 'e': 0.2578500325326696}",20,1,3.3614800768310635,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1311,False,"{'a': 0.45, 'e': 0.2568837188170823}",20,16,8.860192277214356,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.45, 'e': 0.2559171482177973}",25,0,14.22007548169837,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1313,False,"{'a': 0.45, 'e': 0.2549503217013857}",25,11,1.6715579210711302,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1314,False,"{'a': 0.45, 'e': 0.2539832402346734}",20,12,16.84569870023666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.45, 'e': 0.25301590478474223}",20,6,3.986589130953834,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1316,False,"{'a': 0.45, 'e': 0.25204831631892716}",25,10,27.864207451667454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.45, 'e': 0.25108047580481696}",35,18,-13.548258107685735,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1318,False,"{'a': 0.45, 'e': 0.2501123842102517}",35,17,12.930783966515385,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1319,False,"{'a': 0.45, 'e': 0.24914404250332328}",20,4,4.322404506177622,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1320,False,"{'a': 0.45, 'e': 0.2481754516523729}",20,4,25.95115294092913,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.45, 'e': 0.24720661262599175}",20,13,4.241778712742798,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.45, 'e': 0.24623752639301838}",20,8,7.915082313066441,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1323,False,"{'a': 0.45, 'e': 0.24526819392253935}",20,2,16.99400393840118,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1324,False,"{'a': 0.45, 'e': 0.24429861618388662}",20,2,-12.21739015037352,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
1325,False,"{'a': 0.45, 'e': 0.24332879414663827}",25,0,-19.243092865438037,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1326,False,"{'a': 0.45, 'e': 0.24235872878061585}",20,0,-11.663116818122967,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1327,False,"{'a': 0.45, 'e': 0.24138842105588507}",20,4,-4.390185735361735,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1328,False,"{'a': 0.45, 'e': 0.2404178719427531}",25,10,21.25350635243997,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.45, 'e': 0.23944708241176946}",30,6,-28.081781500728,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
1330,False,"{'a': 0.45, 'e': 0.23847605343372313}",30,16,4.214139523412144,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1331,False,"{'a': 0.45, 'e': 0.23750478597964347}",25,16,18.54330611402488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.45, 'e': 0.2365332810207974}",20,2,-30.25407322794218,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1333,False,"{'a': 0.45, 'e': 0.23556153952869024}",25,16,3.6131918794331557,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.45, 'e': 0.23458956247506296}",25,12,3.841729179103077,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.45, 'e': 0.233617350831893}",20,16,6.694173938912922,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.45, 'e': 0.23264490557139142}",25,16,7.9304900489352725,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1337,False,"{'a': 0.45, 'e': 0.2316722276660039}",25,10,23.13151026071588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.45, 'e': 0.2306993180884078}",20,0,15.703163321546656,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1339,False,"{'a': 0.45, 'e': 0.22972617781151303}",25,9,19.401687984827166,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.45, 'e': 0.22875280780845939}",35,12,7.018654397240494,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1341,False,"{'a': 0.45, 'e': 0.22777920905261723}",20,10,-4.866285245763738,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1342,False,"{'a': 0.45, 'e': 0.22680538251758475}",20,8,27.31837724312085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.45, 'e': 0.2258313291771889}",25,0,16.948583232730048,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1344,False,"{'a': 0.45, 'e': 0.22485705000548248}",20,5,3.3299398792213246,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.45, 'e': 0.22388254597674498}",20,9,4.6949891546759766,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.45, 'e': 0.22290781806547996}",35,16,20.637225286298012,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1347,False,"{'a': 0.45, 'e': 0.22193286724641567}",20,0,29.590013119782636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1348,False,"{'a': 0.45, 'e': 0.22095769449450242}",20,9,-14.840851771994737,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1349,False,"{'a': 0.45, 'e': 0.2199823007849133}",20,13,11.401155263985551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.45, 'e': 0.2190066870930415}",30,15,11.00555655212898,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.45, 'e': 0.21803085439450107}",25,20,10.17955364932329,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.45, 'e': 0.2170548036651242}",20,11,5.337387886498495,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.45, 'e': 0.21607853588096199}",20,3,2.3560442353157383,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1354,False,"{'a': 0.45, 'e': 0.21510205201828167}",20,0,-81.32531401460854,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1355,False,"{'a': 0.45, 'e': 0.21412535305356747}",20,5,19.275459813792587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.45, 'e': 0.21314843996351787}",20,10,12.187030237842517,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.45, 'e': 0.21217131372504627}",25,14,0.4772229410893729,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.45, 'e': 0.2111939753152784}",25,8,25.287671325141726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.45, 'e': 0.21021642571155302}",35,12,-4.781946539816763,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1360,False,"{'a': 0.45, 'e': 0.20923866589141926}",20,6,-35.974161016812445,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1361,False,"{'a': 0.45, 'e': 0.20826069683263726}",25,0,3.8562992998552046,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1362,False,"{'a': 0.45, 'e': 0.20728251951317556}",30,7,-39.60303066341337,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
1363,False,"{'a': 0.45, 'e': 0.20630413491121183}",25,13,22.03104418877941,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.45, 'e': 0.20532554400513015}",25,15,-5.700604429080412,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1365,False,"{'a': 0.45, 'e': 0.20434674777352183}",20,16,8.866224238979362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.45, 'e': 0.2033677471951825}",30,13,18.339751045946368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1367,False,"{'a': 0.45, 'e': 0.20238854324911318}",20,0,16.838282152348,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1368,False,"{'a': 0.45, 'e': 0.20140913691451723}",20,7,-12.799234305443422,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1369,False,"{'a': 0.45, 'e': 0.2004295291708014}",30,23,5.685032838595948,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.45, 'e': 0.19944972099757285}",25,17,15.57901860775168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.45, 'e': 0.19846971337464017}",20,3,-61.8231170159675,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1372,False,"{'a': 0.45, 'e': 0.19748950728201042}",20,16,5.268427657499439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.45, 'e': 0.19650910369989008}",25,17,5.908521183277603,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.45, 'e': 0.19552850360868218}",25,11,13.465828189427416,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.45, 'e': 0.19454770798898718}",25,19,2.6455202175095334,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.45, 'e': 0.1935667178216002}",20,8,2.59043684973746,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1377,False,"{'a': 0.45, 'e': 0.19258553408751175}",25,13,23.504030286081743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.45, 'e': 0.19160415776790501}",35,16,30.169304650963017,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.45, 'e': 0.19062258984415673}",25,7,-22.933581564724285,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1380,False,"{'a': 0.45, 'e': 0.18964083129783424}",25,11,14.63334062148533,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.45, 'e': 0.1886588831106965}",25,11,28.99337173550094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.45, 'e': 0.18767674626469114}",20,9,23.126637183785494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.45, 'e': 0.18669442174195539}",20,13,-29.080582564503914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1384,False,"{'a': 0.45, 'e': 0.1857119105248132}",20,7,-24.8496754038862,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1385,False,"{'a': 0.45, 'e': 0.1847292135957762}",20,11,11.687973293868087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.45, 'e': 0.18374633193754078}",20,10,8.030350936599724,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.45, 'e': 0.18276326653298897}",20,2,8.726330671773352,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1388,False,"{'a': 0.45, 'e': 0.18178001836518562}",25,13,-2.068498063050126,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1389,False,"{'a': 0.45, 'e': 0.18079658841737928}",20,10,18.598358248221288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.45, 'e': 0.17981297767299936}",30,13,18.054368169644874,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'a': 0.45, 'e': 0.17882918711565696}",30,8,37.67350165128108,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.45, 'e': 0.17784521772914216}",25,3,30.44051225189113,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'a': 0.45, 'e': 0.17686107049742464}",25,12,6.51376582361843,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.45, 'e': 0.17587674640465117}",20,10,19.598170769613287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.45, 'e': 0.17489224643514614}",25,16,10.005985221146402,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.45, 'e': 0.17390757157340905}",30,4,-10.818069896122033,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
1397,False,"{'a': 0.45, 'e': 0.1729227228041151}",25,13,20.23734476009056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.45, 'e': 0.17193770111211254}",25,5,12.208939497156907,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1399,False,"{'a': 0.45, 'e': 0.17095250748242338}",35,22,27.04574570239329,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.45, 'e': 0.16996714290024081}",35,23,20.203006300497886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.45, 'e': 0.1689816083509297}",25,20,9.448461439877681,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.45, 'e': 0.1679959048200241}",20,16,6.176661743212189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.45, 'e': 0.16701003329322792}",30,12,33.51916415091848,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.45, 'e': 0.1660239947564121}",25,11,15.643845092896848,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1405,False,"{'a': 0.45, 'e': 0.16503779019561562}",25,11,7.317907329731674,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1406,False,"{'a': 0.45, 'e': 0.16405142059704247}",20,2,-0.7813919153669671,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1407,False,"{'a': 0.45, 'e': 0.16306488694706261}",20,0,28.895027699096854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1408,False,"{'a': 0.45, 'e': 0.1620781902322094}",30,16,15.304965477349544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.45, 'e': 0.16109133143917923}",20,0,20.51754110352658,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1410,False,"{'a': 0.45, 'e': 0.16010431155483126}",25,14,6.4558724205385625,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1411,False,"{'a': 0.45, 'e': 0.15911713156618487}",25,15,22.529290022077635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.45, 'e': 0.1581297924604204}",25,13,23.741672028035886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.45, 'e': 0.1571422952248764}",25,11,29.116171200365176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.45, 'e': 0.15615464084705052}",30,19,18.723691330733562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.45, 'e': 0.15516683031459658}",25,5,37.36146709773856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.45, 'e': 0.15417886461532546}",25,14,-22.1572036438162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1417,False,"{'a': 0.45, 'e': 0.15319074473720237}",20,0,27.997618651896563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1418,False,"{'a': 0.45, 'e': 0.15220247166834752}",20,1,3.960381888323997,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1419,False,"{'a': 0.45, 'e': 0.15121404639703348}",20,6,30.076213863802966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.45, 'e': 0.15022546991168584}",20,9,19.05608241887857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.45, 'e': 0.1492367432008806}",20,8,19.726897940419036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.45, 'e': 0.14824786725334482}",20,13,13.430679759262382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.45, 'e': 0.14725884305795392}",25,7,34.672763210653784,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.45, 'e': 0.14626967160373244}",20,13,13.589384765319638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
